pair_ID	sentence_A	sentence_B	relatedness_score
2036	Dois meninos pequeninos vestidos de smoking estão sentados em um piso vermelho acarpetado	Dois meninos, que parecem pequeninos, vestidos de smoking estão sentados em um chão de carpete vermelho	4.8
2037	Um homem, uma mulher e duas meninas estão andando na praia	Um grupo de pessoas está em uma praia	4.3
2038	Um cervo está pulando uma cerca	O cervo está pulando sobre uma cerca	4.9
2039	Um homem de chapéu está tocando harpa	Um homem está tocando um instrumento	4.3
2040	O cachorro está correndo pela areia molhada	O cachorro está se movendo pela areia molhada	4.4
2041	Uma mulher está cortando alguma carne	Uma mulher está cortando carne	4.9
2042	Um homem oriental e duas mulheres estão encarando uma câmera	Um grupo de pessoas está de pé junto e olhando a câmera	4.0
2043	O ciclista está olhando um acidente de outro ciclista	A pessoa que anda de bicicleta está olhando um acidente de um outro ciclista	4.6
2044	Dois cachorros estão correndo rapidamente por um parque	Dois cachorros estão correndo pelo parque	4.5
2045	Dois adultos estão de pé em uma lambreta em um campo de flores amarelas	Dois adultos estão de pé em uma lambreta em um campo de flores	4.5
2046	Um homem está fatiando uma batata em pedaços	um homem está cortando uma batata	4.7
2047	O cachorro castanho e o cachorro cinza estão brincando na neve	Dois cachorros estão brincando na neve	4.3
2048	A cenoura está sendo fatiada por uma mulher	Uma mulher está fatiando uma cenoura	4.8
2049	Uma mulher está tocando uma flauta	A flauta está sendo tocada pela mulher	5.0
2050	A mulher de fantasia vermelha está encostada contra um muro de tijolos e tocando um instrumento	A mulher de fantasia vermelha está encostada em uma parede feita de tijolos e tocando um instrumento	4.8
2051	Um cavalo está sendo cavalgado por uma menina	Uma garota está andando a cavalo	4.8
2052	A mulher está cortando polvo cozido	A mulher está fatiando polvo cozido	5.0
2053	A chita está correndo rapidamente atrás de sua presa	Uma chita está correndo rapidamente atrás de sua presa	4.6
2054	Alguns peixes estão nadando	Este peixe está nadando	4.1
2055	Um menino pequeno está correndo no chão e brincando com a menina pequena	O menino pequeno está correndo no chão e brincando com uma menina pequena	4.8
2056	Pessoas estão em uma praia cheia de areia perto do oceano e estão curtindo o dia ensolarado	Pessoas estão em uma praia cheia de areia perto do oceano e estão curtindo um dia cheio de sol	4.8
2057	A senhora está descascando a batata	A batata está sendo descascada pela senhora	5.0
2058	Um homem está alimentando um rato para a cobra	Uma cobra está sendo alimentada com um rato por um homem	4.7
2059	Três pessoas estão sentadas em um banco sob algumas palmeiras	Algumas pessoas estão sentadas em um banco debaixo de umas palmeiras	4.43
2060	Um grupo de pessoas está em pé ao redor de uma aparelhagem de som	Um grupo de pessoas está em pé ao redor de uma mesa de som	4.7
2061	A pessoa está dirigindo uma moto em uma trilha de areia	A pessoa está andando de moto em uma pista arenosa	4.9
2062	O violão está sendo tocado por um homem	Um homem está tocando o violão	5.0
2063	Uma bola, que é verde e grande, está golpeando uma batata	Uma grande bola verde está derrubando uma batata	4.9
2064	Uma criança está fazendo uma bola de neve	Uma bola de neve está sendo feita por uma criança	5.0
2065	Uma pessoa está cantando e tocando violão	Uma pessoa está cantando e tocando um violão	4.9
2066	A comida está sendo frita por uma mulher	Uma mulher está fritando comida	4.8
2067	Uma mulher está descascando uma batata	Uma mulher está descascando a batata	4.9
2068	Dois cachorros estão brincando na praia	Dois cachorros estão brincando em uma praia	4.8
2069	Várias pessoas estão em frente a um prédio colorido	Várias pessoas estão na frente de um edifício que é coberto por cores	4.7
2070	Um coelho está brincando com um coelho de pelúcia	Um coelho está brincando com um brinquedo	4.5
2071	Uma criança está brincando de nadar debaixo de água em uma piscina	Uma criança está nadando debaixo de água em uma piscina	4.5
2072	Uma banana está sendo comida por um homem	Um homem está comendo uma banana	4.8
2073	Pedestres e carros estão se movendo por um engarrafamento em uma cidade grande	Pedestres e carros estão se movendo por um engarrafamento na cidade grande	5.0
2074	Um homem e uma mulher estão caminhando pela floresta	O homem e a mulher estão andando	4.4
2075	Uma tortilha está sendo dobrada por uma pessoa	Uma pessoa está embrulhando uma tortilha	5.0
2076	Um grupo de pessoas está cantando	Gente está cantando	4.8
2077	O menino está cortando a grama da calçada com tesouras	O menino está aparando a grama perto da calçada com tesoura	4.8
2078	Uma pessoa de jaqueta rosa está correndo para o campo	Uma pessoa de rosa está correndo para o campo	4.4
2079	Uma pessoa em uma bicicleta está pulando pelo ar e o sol está lindamente iluminando o quadro da bicicleta	Uma pessoa em uma bicicleta está pulando pelo ar e o sol está cintilando pela armação da bicicleta	4.5
2080	Uma bola azul está sendo pega pelo cachorro	O cachorro está pegando uma bola azul	4.9
2081	O cachorro está perseguindo uma bola na grama	Uma bola está sendo perseguida por um cachorro na grama	4.7
2082	Um homem está fazendo um truque de skate em uma varanda ao ar livre	Um homem está fazendo um truque de skate em uma varanda	4.8
2083	Times diferentes estão jogando futebol no campo	Diferentes times estão jogando futebol no campo	4.6
2084	Um cachorro está caminhando ao longo de um monte de neve	Um cachorro está andando ao longo do monte de neve	5.0
2085	Um homem está fazendo um esboço	O homem está desenhando	4.9
2086	Um homem está fervorosamente orando	Um homem está rezando	4.4
2087	Um instrumento de sopro está sendo tocado por uma menina	Uma menina está tocando um instrumento de sopro	4.9
2088	Um homem está parado no meio de uma academia e está usando uma camisa de time	Um homem está parado em uma academia e está vestindo uma camisa de time	4.6
2089	Um cara está brincando animadamente com a bola de meia	Um cara está brincando animadamente com uma bola de meia	4.9
2090	Alguns líderes de torcida estão fazendo uma pausa	Alguns líderes de torcida estão descansando	4.45
2091	Um homem está tocando violão alto	O adulto está tocando alto o violão	4.8
2092	Quatro cachorros estão brincando em uma área gramada	Quatro cachorros estão brincando em uma área coberta de grama	4.6
2093	Um bebê está espirrando e amedrontando outro bebê	Um bebê está espirrando e assustando outro bebê	4.9
2094	O homem de chapéu de palha está fumando um cigarro	Um homem está usando um chapéu de palha e fumando um cigarro	5.0
2095	Um lêmure está mordendo o dedo de uma pessoa	Um animal está mordendo o dedo de uma pessoa	4.2
2096	O rinoceronte está pastando na grama	O rinoceronte está sendo alimentado na grama	4.35
2097	Um surfista está surfando a onda	A onda está sendo surfada pelo surfista	4.8
2098	Um lêmure está pendurado em uma corda	Um lêmure está segurando em uma corda	4.4
2099	Um homem está vagarosamente andando por uma estrada	Um homem está andando pela estrada	4.43
2100	Um homem com um capacete pintado de vermelho está pilotando uma motocicleta azul estrada abaixo	Um motociclista está pilotando a motocicleta ao longo da rodovia	4.0
2101	Nenhum surfista está surfando uma grande onda através da água verde escura	O surfista está surfando uma grande onda	4.0
2102	Um homem de patins está patinando em uma pista de skate	Um homem de patins está patinando em uma pista construída para skate	4.7
2103	Um homem está andando no quintal	Um homem está caminhando do lado de fora	4.1
2104	Um cachorro preto está brincando com um cachorro castanho na areia	Um cachorro castanho e um cachorro preto estão zuando na areia	4.4
2105	O jogador de futebol está sentado no campo e está tomando água	Água está sendo bebida por um jogador de futebol sentado no campo	4.8
2106	Uma mulher está dirigindo um carro e está conversando animadamente com o homem que está sentado ao lado dela	Uma mulher está dirigindo um carro e está conversando com o homem que está sentado ao seu lado	4.65
2107	Um menino está encarando um calendário	Um menino está estudando um calendário	4.8
2108	Língua de sinais está sendo usada por uma jovem menina	Uma menina está se comunicando com língua de sinais	4.7
2109	Um pódio é onde um homem está falando	Um homem está falando em um pódio	4.8
2110	A apresentação está sendo assistida por uma turma de estudantes	A apresentação está sendo assistida por uma classe de estudantes	4.8
2111	Um homem com uma câmera está estudando o assunto	O assunto está sendo estudado por um homem com uma câmera	4.9
2112	Um pássaro branco está pousando rapidamente na água	O pássaro branco está pousando rapidamente na água	4.9
2113	A grama está sendo cortada por um homem	Um cara está aparando o gramado	4.5
2114	O menino está andando de bicicleta no topo de uma cerca feita de metal	Um ciclista está pedalando sobre o topo de uma cerca	3.8
2115	Dois times estão competindo em uma partida de futebol	Dois grupos de pessoas estão jogando futebol	4.7
2116	Uma mulher está passando maquiagem	Uma senhora está colocando maquiagem	5.0
2117	Um cavalo está sendo montado em um riacho por um homem	Um homem está andando a cavalo	4.7
2118	Manteiga está sendo picada em um recipiente por um homem	Um homem está picando manteiga em um recipiente	5.0
2119	A mulher está passando maquiagem no homem	Uma mulher está pintando o rosto de um homem	4.4
2120	A mulher está cortando alho em cubos	Uma mulher está picando alho	4.8
2121	Uma mulher vestindo luvas rosas e jaqueta marrom está sorrindo na neve	A mulher vestindo luvas rosas e uma jaqueta marrom está sorrindo na neve	5.0
2122	Uma menina está usando língua de sinais	Uma menina está se comunicando com língua de sinais	4.9
2123	Uma pessoa está de pé no topo da montanha	Alguém está parado no topo de uma montanha	4.9
2124	Uma mulher com chapéu de pele e casaco de pele está de pé do lado de fora do edifício	Uma senhora de chapéu de pele e um casaco de pele está em pé ao ar livre em frente a um prédio	4.8
2125	Duas mulheres com cachorros estão andando em um caminho de um bosque	Duas meninas com cachorros estão andando num caminho de floresta	4.0
2126	Duas mulheres estão usando biquínis na praia que é arenosa	Duas mulheres estão usando biquínis na praia de areia	4.9
2127	Dois homens estão sentados em volta de uma mesa segurando cervejas em suas mãos	Dois caras estão sentados em volta de uma mesa e segurando cervejas em suas mãos	4.6
2128	Um homem está arrumando uma cama	Uma pessoa está fazendo uma cama	4.7
2129	Uma mulher está cortando um peixe	Uma mulher está fatiando um peixe	5.0
2130	Um violão está sendo tocando por um homem	Um homem está tocando um violão	4.8
2131	Um grupo de quatro cachorros castanhos estão brincando em um campo de grama marrom	Quatro cachorros estão brincando em uma área gramada	4.1
2132	O homem de camiseta cinza está sentado em uma pedra em frente a cachoeira	O homem de camiseta tingida de cinza está sentado em uma pedra na frente de uma cachoeira	4.9
2133	O violão está sendo tocado pelo homem, que tem o estojo do violão aberto para doações	O homem está tocando violão e tem a capa do violão aberta para doações	5.0
2134	Um homem está comendo uma banana	Uma banana está sendo comida por um homem	4.8
2135	Um menino está batendo em um homem com uma espada de plástico	Um menino está batendo em um homem com uma arma de brinquedo	4.5
2136	Um menino de idade jovem está brincando no parque com sua mãe	Um jovem menino está brincando no parque com sua mãe	4.9
